,Year,Country,Case Number,Activity,Injury,Fatal (Y/N)
1305,2005,SOUTH AFRICA,2005.11.15,Fishing,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N
1306,2005,USA,2005.11.12,Surfing,Puncture wounds to right foot,N
1307,2005,USA,2005.11.02.b,Surfing,"No injury, board bitten",N
1308,2005,USA,2005.11.02.a,Surfing,"No injury, board bumped",N
1309,2005,USA,2005.10.29,Wading,Puncture wounds to foot,N
1310,2005,OTHER,2005.10.25,Standing,Lower right leg lacerated,N
1311,2005,SOUTH AFRICA,2005.10.22,Surfing,Right foot bitten,N
1312,2005,USA,2005.10.21,Surfing,No injury,N
1313,2005,USA,2005.10.19,Surfing,Leg bitten,N
1314,2005,USA,2005.10.15,Wading,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,N
1315,2005,USA,2005.10.13,Surfing,"No injury, surfboard bitten",N
1316,2005,OTHER,2005.10.11,Diving,No injury ,N
1317,2005,USA,2005.10.06,Surfing,Five 1-inch lacerations to left foot,N
1318,2005,BAHAMAS,2005.10.03,Diving,Lacerations to right side of face,N
1319,2005,SOUTH AFRICA,2005.10.01,Surfing,"No injury, shark bit ski",N
1320,2005,AUSTRALIA,2005.09.27.R,Surfing,"No injury, knocked off board",N
1321,2005,AUSTRALIA,2005.09.24,Surfing,Lacerations to legs,N
1322,2005,AUSTRALIA,2005.09.23,Surfing, No injury,N
1323,2005,USA,2005.09.22,Surfing,Lacerations to dorsum of left foot,N
1324,2005,USA,2005.09.20,Surfing,"Injuries to fingers, calf  & heel",N
1325,2005,USA,2005.09.11,Surfing,FATAL,Y
1326,2005,AUSTRALIA,2005.09.07,Standing,Left foot & ankle lacerated,N
1327,2005,USA,2005.09.05,Wading,Calf severely lacerated,N
1328,2005,AUSTRALIA,2005.09.04.a,Surfing,Lacerations to right arm & thigh,N
1329,2005,USA,2005.09.02.b,Surfing,Right foot bitten,N
1330,2005,OTHER,2005.09.02.a,Other,FATAL PROVOKED INCIDENT,Y
1331,2005,AUSTRALIA,2005.08.24.b,Diving,FATAL,Y
1332,2005,USA,2005.08.24.a,Surfing,Lower right leg lacerated,N
1333,2005,USA,2005.08.22,Other,Laceration to knee,N
1334,2005,USA,2005.08.21,Swimming,Bitten underneath left arm,N
1335,2005,USA,2005.08.19,Other,Left foot bitten,N
1336,2005,SOUTH AFRICA,2005.08.14,Other,Human foot recovered from the water,N
1337,2005,USA,2005.08.12,Surfing,Laceration on right wrist & crescent of puncture wounds on  forearm ,N
1338,2005,USA,2005.08.06,Swimming,Puncture wounds on left foot ,N
1339,2005,OTHER,2005.08.01,Fishing,"FATAL, shark involvement prior to death is unconfirmed",Y
1340,2005,USA,2005.07.27,Wading,Laceration on the back of left hand & toothmarks on wrist,N
1341,2005,USA,2005.07.23,Surfing,"Right foot: Toes and back of foot, minor injury",N
1342,2005,USA,2005.07.22,Surfing,"Straight 2.5"" laceration on top of left ankle",N
1343,2005,OTHER,2005.07.17.b,Swimming,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,Y
1344,2005,OTHER,2005.07.17.a,Diving,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N
1345,2005,AUSTRALIA,2005.07.15.R,Other,"A hoax - No shark was involved and Wells' ""daughter"" was his business partner Eileen Purchase who injured her finger on his boat",N
1346,2005,USA,2005.07.15,Swimming,Lacerations of left forearm,N
1347,2005,USA,2005.07.13,Other,Left foot bitten,N
1348,2005,USA,2005.07.01,Standing,Ankle bitten,N
1349,2005,USA,2005.06.27,Fishing,"Leg severely bitten, surgically amputated",N
1350,2005,USA,2005.06.25,Swimming,"FATAL, leg bitten",Y
1351,2005,OTHER,2005.06.22,Swimming,FATAL,Y
1352,2005,OTHER,2005.06.21,Surfing,Left foot bitten,N
1353,2005,USA,2005.06.18,Swimming,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",N
1354,2005,USA,2005.06.16,Swimming,Foot bitten,N
1355,2005,OTHER,2005.06.13,Diving,Knee bitten,N
1356,2005,USA,2005.06.07,Other,Foot lacerated,N
1357,2005,USA,2005.06.05,Surfing,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,N
1358,2005,SOUTH AFRICA,2005.06.04,Diving,FATAL,Y
1359,2005,USA,2005.06.02,Wading,Two 2-inch lacerations on right foot,N
1360,2005,USA,2005.05.28,Swimming,Left foot bitten,N
1361,2005,USA,2005.05.27,Other,Right arm & torso bitten,N
1362,2005,SOUTH AFRICA,2005.05.25,Surfing,Left buttock  & legs lacerated ,N
1363,2005,AUSTRALIA,2005.05.15,Fishing,Severe injury to lower leg,N
1364,2005,USA,2005.05.14,Other,"No injury, shark bit kayak",N
1365,2005,OTHER,2005.05.03,Fishing,Thigh bitten,N
1366,2005,USA,2005.05.02.R,Other,No injury,N
1367,2005,USA,2005.05.02,Surfing,"No injury, board damaged",N
1368,2005,AUSTRALIA,2005.04.25,Fishing,Laceration on left thigh PROVOKED INCIDENT,N
1369,2005,AUSTRALIA,2005.04.17.R,Other,Shark-bitten surfboard found adrift,N
1370,2005,AUSTRALIA,2005.04.16.b,Fishing,Minor cuts above his right eye,N
1371,2005,AUSTRALIA,2005.04.16.a,Surfing,"No injury, board bitten",N
1372,2005,USA,2005.04.13,Wading,Right lower leg bitten,N
1373,2005,USA,2005.04.09,Surfing,Foot injured ,N
1374,2005,USA,2005.04.07,Surfing,Left foot bitten ,N
1375,2005,USA,2005.04.06,Other,Left calf injured,N
1376,2005,OTHER,2005.04.06,Diving,"Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded",N
1377,2005,SOUTH AFRICA,2005.03.28,Surfing,"Lacerations to right calf, puncture wounds on right foot",N
1378,2005,AUSTRALIA,2005.03.27.R,Surfing,"No injury, shark rammed surfboard",N
1379,2005,OTHER,2005.03.25,Surfing,Right leg bitten,N
1380,2005,AUSTRALIA,2005.03.19,Snorkeling,FATAL,Y
1381,2005,USA,2005.03.12,Diving,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,N
1382,2005,SOUTH AFRICA,2005.03.10,Other,Shark bites post mortem,N
1383,2005,NEW ZEALAND,2005.03.09,Fishing,"No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT",N
1384,2005,SOLOMON ISLANDS,2005.03.05,Diving,Thighs bitten,N
1385,2005,AUSTRALIA,2005.02.26,Swimming,Finger bitten,N
1386,2005,USA,2005.02.22,Fishing,Speared shark bit his chest PROVOKED INCIDENT,N
1387,2005,USA,2005.02.16,Surfing,"No injury, knocked off board, shark bit board",N
1388,2005,USA,2005.02.13,Fishing,Hand bitten,N
1389,2005,BRAZIL,2005.02.04,Surfing,Right thigh & ankle injured,N
1390,2005,CUBA,2005.01.20,Swimming,Left foot severed,N
1391,2005,AUSTRALIA,2005.01.19,Fishing,No injury. Towed by speared shark PROVOKED INCIDENT,N
1392,2005,AUSTRALIA,2005.01.14,Other,"No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT",N
1393,2005,NEW ZEALAND,2005.01.08,Fishing,"No injury, kayak bumped repeatedly",N
1394,2004,OTHER,2004.12.26,Other,No injury,N
1395,2004,AUSTRALIA,2004.12.16,Surfing,FATAL,Y
1396,2004,AUSTRALIA,2004.12.11,Fishing,"FATAL, leg bitten",Y
1397,2004,SOUTH AFRICA,2004.11.27,Surfing,3 lacerations on foot,N
1398,2004,SOUTH AFRICA,2004.11.26,Other,Lacerations on lower leg & foot,N
1399,2004,SOUTH AFRICA,2004.11.15,Swimming,FATAL,Y
1400,2004,USA,2004.11.11.b,Surfing,"Lacerations to hand, knee & thigh ",N
1401,2004,OTHER,2004.11.11.a,Snorkeling,Thigh bitten,N
1402,2004,NEW CALEDONIA,2004.11.00,Diving,Forearm bitten,N
1403,2004,CUBA,2004.10.31,Diving,Left forearm bitten,N
1404,2004,NEW ZEALAND,2004.10.30.x,Other,No injury,N
1405,2004,SOUTH AFRICA,2004.10.30.a,Other,Right ankle & foot lacerated,N
1406,2004,AUSTRALIA,2004.10.21,Surfing,Right foot lacerated,N
1407,2004,USA,2004.10.10,Surfing,Lower leg bitten,N
1408,2004,USA,2004.10.09.b,Fishing,Left shoulder bitten,N
1409,2004,SOUTH AFRICA,2004.10.09.a,Surfing,Puncture wounds on right foot,N
1410,2004,REUNION,2004.10.06,Body boarding,"Leg severely bitten, surgically amputated",N
1411,2004,USA,2004.10.02,Surfing,"No injury, knocked off surfboard",N
1412,2004,USA,2004.10.01,Surfing,"No injury, shark struck board & spun it around",N
1413,2004,AUSTRALIA,2004.09.25,Fishing,"No injury to occupants, boat damaged",N
1414,2004,USA,2004.09.20,Surfing,Leg bitten,N
1415,2004,USA,2004.09.10,Surfing,Minor scratch on calf,N
1416,2004,BRAZIL,2004.09.08,Swimming,FATAL,Y
1417,2004,USA,2004.09.04,Other,Left knee & leg bitten,N
1418,2004,USA,2004.08.29,Other,Heel bitten,N
1419,2004,BRAZIL,2004.08.21,Bathing,Calf bitten & both hands injured,N
1420,2004,USA,2004.08.20,Surfing,Foot bitten,N
1421,2004,USA,2004.08.15,Diving,FATAL,Y
1422,2004,USA,2004.08.06,Swimming,"Back, buttocks, left hand & left side of face bitten",N
1423,2004,AUSTRALIA,2004.08.03,Fishing,Minor puncture wounds to leg,N
1424,2004,SOUTH AFRICA,2004.08.00,Fishing,No injury to occupants; boat damaged,N
1425,2004,USA,2004.07.31,Surfing,Right foot bitten,N
1426,2004,OTHER,2004.07.30,Diving,Thigh & calf bitten,N
1427,2004,USA,2004.07.28,Surfing,Right calf bitten,N
1428,2004,USA,2004.07.27.b,Swimming,Right forearm & wrist lacerated,N
1429,2004,USA,2004.07.27.a,Swimming,Right foot bitten,N
1430,2004,USA,2004.07.25,Fishing,Right forearm nearly severed and bites above & below the right knee,N
1431,2004,AUSTRALIA,2004.07.19.R,Fishing,"No injury to occupants; shark mouthed motor, severed anchor line",N
1432,2004,JAPAN,2004.07.15,Fishing,Suffered broken ribs when the shark's tail fin slammed into his chest,N
1433,2004,AUSTRALIA,2004.07.10,Surfing,"FATAL, abdomen, pelvis & leg bitten      ",Y
1434,2004,EGYPT,2004.07.02.b,Snorkeling,Hand severed,N
1435,2004,USA,2004.07.02.a,Wading,Right foot lacerated,N
1436,2004,USA,2004.06.26.b,Surfing,"No injury, shark struck his board",N
1437,2004,AUSTRALIA,2004.06.26.a,Fishing,"No injury, shark made threat displays & diver fended it off with his speargun",N
1438,2004,USA,2004.06.14,Diving,Foot bitten,N
1439,2004,AUSTRALIA,2004.06.10.b,Body boarding,Ankle & foot lacerated,N
1440,2004,USA,2004.06.10.a,Swimming,Right wrist  & left arm lacerated,N
1441,2004,SOUTH AFRICA,2004.06.02,Swimming,"FATAL, leg severed ",Y
1442,2004,USA,2004.05.29,Wading,Puncture wounds on shin,N
1443,2004,BRAZIL,2004.05.23.b,Swimming,"Left hand, foot severed &  left calf & arm bitten",N
1444,2004,USA,2004.05.28,Surfing,No injury,N
1445,2004,USA,2004.05.23.a,Swimming,Calf & foot lacerated,N
1446,2004,USA,2004.05.22.c,Swimming,Single puncture wound on the foot,N
1447,2004,USA,2004.05.22.b,Other,Foot bitten,N
1448,2004,BRAZIL,2004.05.22.a,Wading,Hips & thighs bitten,N
1449,2004,BAHAMAS,2004.05.18,Diving,Left forearm bitten PROVOKED INCIDENT,N
1450,2004,USA,2004.05.04,Surfing,"No injury, board bitten",N
1451,2004,BRAZIL,2004.05.01,Swimming,FATAL,Y
1452,2004,AUSTRALIA,2004.04.26,Diving,Puncture wounds on wrist,N
1453,2004,NEW ZEALAND,2004.04.22,Fishing,"No injury to occupants, boat scratched by shark",N
1454,2004,OTHER,2004.04.13.b,Fishing,"Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water",Y
1455,2004,OTHER,2004.04.13.a,Fishing,"He was was bitten on the arm by small sharks & died, but it was not clear if he died as result of the bite or death resulted from drowing",Y
1456,2004,USA,2004.04.07,Surfing,FATAL Severe wound to right thigh & calf,Y
1457,2004,SOUTH AFRICA,2004.04.05,Surfing,"Left leg lacerated, right leg severed above the knee ",N
1458,2004,USA,2004.04.04,Surfing,"Disappeared, surfboard washed ashore, marks on leash suggested shark involvement ",Y
1459,2004,USA,2004.03.31.b,Other,Right foot bitten,N
1460,2004,USA,2004.03.31.a,Surfing,15 puncture wounds on foot,N
1461,2004,BRAZIL,2004.03.29,Body boarding,"Lower left leg bitten, surgically amputated",N
1462,2004,USA,2004.03.28,Surfing,Heel bitten,N
1463,2004,REUNION,2004.03.27.b,Surfing,Right thigh bitten,N
1464,2004,USA,2004.03.27.a,Swimming,Minor lacerations & abrasions on forearm,N
1465,2004,USA,2004.03.24,Snorkeling,Lacerations to left foot,N
1466,2004,NEW ZEALAND,2004.03.22,Fishing,No injury,N
1467,2004,USA,2004.03.16,Surfing,"No injury, board bitten",N
1468,2004,AUSTRALIA,2004.03.06,Fishing,Shin & calf bitten,N
1469,2004,BRAZIL,2004.02.29,Swimming,"FATAL, right thigh & hip bitten   ",Y
1470,2004,NEW ZEALAND,2004.02.26,Surfing,Thigh lacerated,N
1471,2004,AUSTRALIA,2004.02.21,Swimming,Three toes lacerated,N
1472,2004,AUSTRALIA,2004.02.16,Diving,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",N
1473,2004,EGYPT,2004.02.14,Snorkeling,FATAL,Y
1474,2004,AUSTRALIA,2004.02.11,Snorkeling,Leg bitten,N
1475,2004,AUSTRALIA,2004.01.25,Diving,Left leg bitten,N
1476,2004,OTHER,2004.01.23,Surfing,Puncture wounds to dorsum of right foot,N
1477,2004,NEW ZEALAND,2004.01.22,Other,"No injury, swim fin damaged",N
1478,2004,OTHER,2004.01.21.b,Swimming,Lower back & hand bitten,N
1479,2004,OTHER,2004.01.21.a,Fishing,Right leg bitten,N
1480,2004,SOUTH AFRICA,2004.01.15.R,Surfing,"No injury to occupants, stern of ski bitten",N
1481,2004,AUSTRALIA,2004.01.12,Diving,"No injury, swim fin ripped off",N
1482,2004,SOUTH AFRICA,2004.01.07,Surfing,Foot lacerated,N
1483,2004,NEW ZEALAND,2004.01.03.b,Fishing,"No injury, no attack, shark took fish from back of kayak",N
1484,2004,EGYPT,2004.01.03.a,Other,"No survivors, sharks scavenged on remains",Y
1485,2004,AUSTRALIA,2004.00.00,Surfing,No inury,N
1486,2003,SOUTH AFRICA,2003.12.31,Other,No injury to occupants,N
1487,2003,USA,2003.12.26,Swimming,Knee lacerated,N
1488,2003,USA,2003.12.13.b,Swimming,Foot bitten,N
1489,2003,NEW ZEALAND,2003.12.13.a,Swimming,FATAL,Y
1490,2003,AUSTRALIA,2003.12.08,Surfing,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N
1491,2003,AUSTRALIA,2003.11.30.b,Swimming,"After biting Halverson, it bit Scott's thigh",N
1492,2003,AUSTRALIA,2003.11.30.a,Swimming,Hand & foot bitten,N
1493,2003,SOUTH AFRICA,2003.11.27,Fishing,"Presumed FATAL, severed hand recovered",Y
1494,2003,USA,2003.11.22,Surfing,Severe abrasion to left lateral calf,N
1495,2003,INDIA,2003.11.12.b,Surfing,Left index finger lacerated,N
1496,2003,USA,2003.11.12.a,Surfing,Lacerations to hand,N
1497,2003,EGYPT,2003.11.06.b,Snorkeling,Hand/elbow injured,N
1498,2003,SOUTH AFRICA,2003.11.06.a,Surfing,"No injury to occupants, hull of ski bitten",N
1499,2003,AUSTRALIA,2003.11.01,Standing,Minor lacerations to leg & foot,N
1500,2003,PANAMA,2003.11.00,Fishing,Left forearm bitten PROVOKED INCIDENT,N
1501,2003,USA,2003.10.31.c,Surfing,Left foot (sole) bitten,N
1502,2003,AUSTRALIA,2003.10.31.b,Surfing,Left ankle & foot lacerated,N
1503,2003,USA,2003.10.31.a,Surfing,Left arm severed below shoulder,N
1504,2003,USA,2003.10.27,Surfing,Laceration on right ankle & heel,N
1505,2003,USA,2003.10.24,Snorkeling,Left forearm lacerated,N
1506,2003,USA,2003.10.14,Surfing,Foot bitten,N
1507,2003,USA,2003.10.06,Swimming,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y
1508,2003,USA,2003.10.05.e,Surfing,Minor puncture wounds in hand,N
1509,2003,USA,2003.10.05.d,Surfing,5 to 6 lacerations on right foot & ankle,N
1510,2003,USA,2003.10.05.c,Surfing,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N
1511,2003,USA,2003.10.05.b,Surfing,Left foot bitten,N
1512,2003,USA,2003.10.05.a,Fishing,"Left thigh abraded, right knee and right index finger injured",N
1513,2003,FIJI,2003.09.29,Other,FATAL abdomen bitten,Y
1514,2003,USA,2003.09.28,Surfing,Arm lacerated,N
1515,2003,USA,2003.09.21,Surfing,Left foot bitten,N
1516,2003,USA,2003.09.19,Surfing,Left heel lacerated,N
1517,2003,USA,2003.09.17,Surfing,3 puncture wounds on left foot,N
1518,2003,USA,2003.09.14.c,Surfing,Left foot: lacerations on heel and sole,N
1519,2003,SOUTH AFRICA,2003.09.14.b,Fishing,"No injury to occupants, shark bit boat",N
1520,2003,USA,2003.09.14.a,Swimming,Puncture wounds on inner thigh,N
1521,2003,USA,2003.09.13.b,Body boarding,Left calf avulsion,N
1522,2003,USA,2003.09.13.a,Other,Ankle lacerated,N
1523,2003,SOUTH AFRICA,2003.09.12,Body boarding,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y
1524,2003,USA,2003.09.00,Fishing,2 lacerations on each side of Achilles tendon,N
1525,2003,USA,2003.08.29,Fishing,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N
1526,2003,USA,2003.08.19,Swimming,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y
1527,2003,USA,2003.08.12,Swimming,Left ankle lacerated,N
1528,2003,SOUTH AFRICA,2003.08.08,Surfing,"No injury, wetsuit torn & board bitten",N
1529,2003,AUSTRALIA,2003.07.26.R,Surfing,"No injury, flung into water when shark bit rudder of ski",N
1530,2003,USA,2003.07.20,Surfing,Laceration to little finger of  right hand,N
1531,2003,USA,2003.07.15,Wading,Heel & sole of left foot,N
1532,2003,BAHAMAS,2003.07.09,Fishing,Right thigh bitten,N
1533,2003,USA,2003.07.05.b,Surfing,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N
1534,2003,USA,2003.07.05.a,Surfing,Left foot bitten,N
1535,2003,BAHAMAS,2003.07.04,Fishing,Left calf bitten,N
1536,2003,USA,2003.07.00.c,Fishing,Laceration to toe,N
1537,2003,OTHER,2003.07.00.b,Fishing,Leg bitten,N
1538,2003,NEW ZEALAND,2003.07.00.a,Snorkeling,Chest & buttocks  bitten,N
1539,2003,USA,2003.06.30,Surfing,Right foot & toes lacerated,N
1540,2003,USA,2003.06.26,Surfing,Ankle lacerated,N
1541,2003,BRAZIL,2003.06.24.c,Other,FATAL,Y
1542,2003,USA,2003.06.24.b,Standing,2 lacerations to the thigh,N
1543,2003,USA,2003.06.24.a,Swimming,Right foot bitten,N
1544,2003,USA,2003.06.22,Swimming,Left leg bitten,N
1545,2003,USA,2003.06.19,Surfing,Hand bitten ,N
1546,2003,USA,2003.06.08,Surfing,6 puncture wounds to left ankle,N
1547,2003,USA,2003.06.00,Swimming,Foot lacerated,N
1548,2003,USA,2003.05.25,Surfing,Left foot lacerated,N
1549,2003,USA,2003.05.14,Wading,Left foot bitten,N
1550,2003,USA,2003.05.10,Swimming,Right calf & heel bitten,N
1551,2003,USA,2003.05.07,Surfing,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N
1552,2003,USA,2003.05.03,Other,Laceration to right lower leg,N
1553,2003,PHILIPPINES,2003.05.00,Other,Arm severed,N
1554,2003,BRAZIL,2003.04.26,Other,Shallow  lacerations to left  thigh PROVOKED INCIDENT,N
1555,2003,BRAZIL,2003.04.25,Swimming,Bitten on finger,N
1556,2003,BRAZIL,2003.04.23.b,Surfing,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N
1557,2003,BRAZIL,2003.04.23.a,Swimming,Right hand lacerated,N
1558,2003,USA,2003.04.21.b,Surfing,Right leg bitten,N
1559,2003,USA,2003.04.21.a,Surfing,Survived,N
1560,2003,USA,2003.04.20.c,Surfing,Left foot bitten,N
1561,2003,USA,2003.04.20.b,Surfing,Small lacerations to foot,N
1562,2003,USA,2003.04.20.a,Surfing,Left ankle bitten or right foot,N
1563,2003,USA,2003.04.19,Other,Left foot bitten,N
1564,2003,USA,2003.04.18,Surfing,2 lacerations on left thigh,N
1565,2003,USA,2003.04.15,Swimming,Left calf lacerated,N
1566,2003,OTHER,2003.04.11,Surfing,"Right foot bitten, left leg severed",N
1567,2003,USA,2003.04.09,Surfing,Arm lacerated,N
1568,2003,USA,2003.04.04,Surfing,Left hand and wrist bitten,N
1569,2003,USA,2003.03.10,Other,Hand nipped PROVOKED INCIDENT,N
1570,2003,NEW ZEALAND,2003.02.27,Diving,Arm lacerated (shark made 3 strikes),N
1571,2003,AUSTRALIA,2003.02.15.b,Wading,Ankle lacerated,N
1572,2003,USA,2003.02.15.a,Swimming,Left hand bitten,N
1573,2003,AUSTRALIA,2003.02.11,Swimming,"Puncture wounds on heel, legs and buttocks",N
1574,2003,AUSTRALIA,2003.02.08,Swimming,FATAL,Y
1575,2003,SOUTH AFRICA,2003.01.17,Other,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,Y
1576,2003,OTHER,2003.01.03,Surfing,Lower right leg lacerated,N
1577,2003,AUSTRALIA,2003.01.02,Surfing,"No injury, but her surfboard was bitten",N
1578,2002,AUSTRALIA,2002.12.29,Snorkeling,Left arm lacerated,N
1579,2002,SOUTH AFRICA,2002.12.24,Snorkeling,Forearms lacerated,N
1580,2002,AUSTRALIA,2002.12.21,Diving,Groin bitten,N
1581,2002,AUSTRALIA,2002.12.20,Swimming,Foot lacerated,N
1582,2002,AUSTRALIA,2002.12.16,Swimming,FATAL,Y
1583,2002,BRAZIL,2002.12.01,Surfing,FATAL,Y
1584,2002,OTHER,2002.11.28.b,Diving,Minor injury to right calf,N
1585,2002,USA,2002.11.28.a,Body boarding,Both legs severely lacerated,N
1586,2002,USA,2002.11.17,Swimming,Right shoulder forarm & wrist bitten,N
1587,2002,OTHER,2002.11.14,Snorkeling,"Right upper am, shoulder & back severely  bitten",N
1588,2002,USA,2002.11.11,Surfing,1.5-inch laceration,N
1589,2002,USA,2002.11.02,Other,Puncture wounds on right foot,N
1590,2002,OTHER,2002.11.00.a,Fishing,Shin bruised,N
1591,2002,USA,2002.10.30,Swimming,Left foot bitten ,N
1592,2002,BRAZIL,2002.10.14,Swimming,"FATAL, body not recovered",Y
1593,2002,USA,2002.10.11,Surfing,Left foot bitten,N
1594,2002,USA,2002.10.05.b,Surfing,Abrasions on right hand & deep laceration on middle finger,N
1595,2002,USA,2002.10.05.a,Surfing,Heel & back of right knee lacerated,N
1596,2002,USA,2002.10.03,Surfing,Left hand lacerated and abraded,N
1597,2002,USA,2002.09.30,Surfing,Right hand severely lacerated,N
1598,2002,USA,2002.09.29,Surfing,Left hand bitten,N
1599,2002,USA,2002.09.27.c,Surfing,"No injury, surfboard bitten ",N
1600,2002,USA,2002.09.27.b,Fishing,Left thumb lacerated PROVOKED INCIDENT,N
1601,2002,OTHER,2002.09.27.a,Swimming,Thigh lacerated  PROVOKED INCIDENT,N
1602,2002,USA,2002.09.21.b,Surfing, Ankle lacerated,N
1603,2002,USA,2002.09.21.a,Surfing,No injury,N
1604,2002,BRAZIL,2002.09.16.b,Swimming,"Left thigh bitten, leg surgically amputated",N
1605,2002,USA,2002.09.16.a,Body boarding,"No injury, shark fin seen just before board ripped away & dragged out to sea",N
1606,2002,SOUTH AFRICA,2002.09.13,Surfing,No injury,N
1607,2002,USA,2002.09.09,Other,Bitten above & below right knee,N
1608,2002,USA,2002.09.05,Other,2 small puncture wounds on left foot PROVOKED INCIDENT,N
1609,2002,USA,2002.08.28,Surfing,Left foot lacerated ,N
1610,2002,USA,2002.08.17,Swimming,Both arms & leg bitten,N
1611,2002,USA,2002.08.14,Surfing,Big toe bitten,N
1612,2002,USA,2002.08.11,Surfing,Lacerations on heel & dorsum of right foot,N
1613,2002,USA,2002.08.07,Standing,Ankle & leg lacerated,N
1614,2002,OTHER,2002.08.06.R,Diving,Hand bitten by captive shark PROVOKED INCIDENT,N
1615,2002,USA,2002.08.05,Standing,Leg lacerated,N
1616,2002,USA,2002.07.26,Surfing,Heel bitten,N
1617,2002,USA,2002.07.20,Swimming,Calf bitten,N
1618,2002,USA,2002.07.10,Surfing,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,N
1619,2002,USA,2002.07.09.b,Fishing,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y
1620,2002,BRAZIL,2002.07.09.a,Surfing,Right hand severed,N
1621,2002,USA,2002.07.04,Standing,"Calf, foot & hand bitten",N
1622,2002,AUSTRALIA,2002.06.20.b,Surfing,minor injury to foot,N
1623,2002,USA,2002.06.20.a,Swimming,Small lacerations on right lower leg,N
1624,2002,OTHER,2002.06.16,Other,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger sharks gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,Y
1625,2002,PAPUA NEW GUINEA,2002.06.13.R2,Other,"Arm severely lacerated, surgically amputated",N
1626,2002,PAPUA NEW GUINEA,2002.06.13.R1,Other,FATAL,Y
1627,2002,USA,2002.06.11.b,Surfing,"No injury, shark bit side of surfboard",N
1628,2002,USA,2002.06.11.a,Surfing,Right hand lacerated,N
1629,2002,USA,2002.06.09.b,Surfing,6-inch gash on right foot,N
1630,2002,USA,2002.06.09.a,Swimming,Right calf lacerated,N
1631,2002,SOUTH AFRICA,2002.06.03,Other,Upper arm bitten,N
1632,2002,USA,2002.05.31.b,Surfing,Lacerated leg & back,N
1633,2002,USA,2002.05.31.a,Other,Lacerated foot,N
1634,2002,USA,2002.05.22.b,Fishing,Leg bitten by hooked shark PROVOKED INCIDENT,N
1635,2002,USA,2002.05.22.a,Surfing,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N
1636,2002,OTHER,2002.05.21.R,Surfing,Toothmarks in board & his swim trunks,N
1637,2002,PAPUA NEW GUINEA,2002.05.21,Other,Wrist lacerated,N
1638,2002,USA,2002.05.13,Fishing,Laceration to arm.,N
1639,2002,BRAZIL,2002.05.10,Surfing,Leg injured,N
1640,2002,AUSTRALIA,2002.05.07,Fishing,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N
1641,2002,AUSTRALIA,2002.04.30,Surfing,"FATAL, torso & leg bitten  ",Y
1642,2002,AUSTRALIA,2002.04.21,Fishing,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",Y
1643,2002,USA,2002.04.20,Surfing,Left foot bitten,N
1644,2002,USA,2002.04.18,Surfing,Left foot bitten,N
1645,2002,AUSTRALIA,2002.04.12,Swimming,Foot bitten,N
1646,2002,BAHAMAS,2002.04.09,Standing,Calf bitten,N
1647,2002,USA,2002.04.02,Wading,Two half-inch lacerations on right heel and one near small toe,N
1648,2002,USA,2002.04.01,Swimming,Upper left arm bitten,N
1649,2002,USA,2002.03.25.b,Other,Left leg severed below knee,N
1650,2002,USA,2002.03.25.a,Wading,Foot bitten,N
1651,2002,BRAZIL,2002.03.24,Swimming,"Severe kacerations, FATAL",Y
1652,2002,USA,2002.03.19,Swimming,Punctures on left foot and foot ,N
1653,2002,USA,2002.03.15.b,Snorkeling,Arm bitten,N
1654,2002,USA,2002.03.15.a,Surfing,Several  puncture wounds on lower right leg,N
